Name,Description,Price,Img,Category
"Shrink tubing, 15-pack","Polyethylene shrink tubing in different colours (3 of each colour). Contains tubes with the following internal diameter before shrinkage: 2, 4, 6, 8 and 10 mm.Shrinkage ratio: 2:1.Shrinks 5% of the length.Flame resistance: VW-1.Halogen-free",36.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-377_xl_1.jpg,Electronic Parts
"Shrink tubing kit, 60 parts",Shrink tubing in black polyethylene. Supplied in a partitioned plastic case.Shrinkage ratio: 2:1.Shrinks 5% of the length.Contains tubes with the following internal diameter before shrinkage:3.2 mm (x20)6.5 mm (x15)8.5 mm (x10)12.5 mm (x5)16.5 mm (x5)22 mm (x5),129,https://productimages.biltema.com/v1/image/imagebyfilename/61-984_xl_1.jpg,Electronic Parts
Shrink hose with glue,"Shrink hose of black polyethylene with inner adhesive layer, which produces waterproof insulation. Specified internal diameters before shrinking.Shrinkage ratio: 3:1.Shrinks 5 % of the length.Flame resistance: VW-1.Halogen-free.",42.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-944_xl_1.jpg,Electronic Parts
"Hose shrinkage kit, 2,4–6,4 mm",Shrinkage temperature 90 °C. Shrinks 50 %. Halogen-free.,34.90,https://productimages.biltema.com/v1/image/imagebyfilename/46-385_xl_1.jpg,Electronic Parts
Shrinkable hose,Shrinkable hose in black polyethylene. Specified internal diameters before shrinking.Shrinkage ratio: 2:1Shrinks 5 % longitudinallyFlame resistance VW-1Halogen-free,19.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-985_xl_1.jpg,Electronic Parts
"Hose shrinkage kit, 9,5–19,1 mm",Shrinkage temperature 90 °C. Shrinks 50 %. Halogen-free.,34.90,https://productimages.biltema.com/v1/image/imagebyfilename/46-386_xl_1.jpg,Electronic Parts
"Water temperature gauge, analogue","Round analogue water temperature gauge with backlit white digits on a dark face. For installation. Supplied with1/8"" NPT sensor, fittings and installation instructions.",145,https://productimages.biltema.com/v1/image/imagebyfilename/32-221_xl_1.jpg,Electronic Parts
"Oil pressure gauge, analogue","Round analogue oil pressure gauge with backlit white digits on a dark face. For installation. Supplied with1/8"" NPT sensor, fittings and installation instructions.",179,https://productimages.biltema.com/v1/image/imagebyfilename/32-223_xl_1.jpg,Electronic Parts
"Voltmeter, analogue",Round analogue voltmeter with backlit white digits on a dark face. For installation. Supplied with fittings and installation instructions.,119,https://productimages.biltema.com/v1/image/imagebyfilename/32-218_xl_1.jpg,Electronic Parts
"Boost gauge, analogue","Round analogue boost gauge with backlit white digits on a dark face. For installation. Supplied with T-pipe, PVC hose, fittings and installation instructions.",149,https://productimages.biltema.com/v1/image/imagebyfilename/32-220_xl_1.jpg,Electronic Parts
"Tachometer, analogue","Round analogue tachometer with backlit white digits on a dark face. For installation. Supplied with fittings and installation instructions. Suitable for engines with 2, 3, 4, 5, 6 or 8 cylinders.",229,https://productimages.biltema.com/v1/image/imagebyfilename/32-224_xl_1.jpg,Electronic Parts
"Fuel gauge, analogue",Round analogue fuel gauge with backlit white digits on a dark face. For installation. Supplied with fittings and installation instructions.,179,https://productimages.biltema.com/v1/image/imagebyfilename/32-222_xl_1.jpg,Electronic Parts
"Oil temperature gauge, analogue","Round analogue oil temperature gauge with backlit white digits on a dark face. For installation. Supplied with1/8"" NPT sensor, fittings and installation instructions.",149,https://productimages.biltema.com/v1/image/imagebyfilename/32-219_xl_1.jpg,Electronic Parts
Fuel sensor,For installation in the fuel tank and connects to Fuel Gauge 32-222. The gauge is only intended for tanks containing petrol or diesel. It is not corrosion-resistant to water.,129,https://productimages.biltema.com/v1/image/imagebyfilename/32-225_xl_1.jpg,Electronic Parts
Instrument holder,Instrument holder for gauges with a diameter of Ø 52 mm.,34.90,https://productimages.biltema.com/v1/image/imagebyfilename/32-272_xl_1.jpg,Electronic Parts
Oil sensor adapter,"Adapter for both oil pressure and oil temperature sensors Supplied with three different-sized nipples with 3/4""–16, M20–1.5 and M18–1.5 threads, which allow for installation in most cars. Conical blind plugs included for connection holes that are not used. The thread in the connection holes is 1/8"" NPT (standard for sensors).Instructions:Unscrew the original 'spin-on' oil filter.Then screw in the adapter in place of the oil filter.NOTE: The rubber gasket/O-ring must be next to the engine.Finally, screw the oil filter on top of the adapter.NOTE: The oil filter's rubber gasket must NOT have an external diameter greater than Ø 78 mm and must NOT have an internal diameter less than Ø 56 mm.Install the selected sensor.The connection holes on the adapter that are not used must be 'sealed' with the supplied blind plugs.DO NOT start the engine before the sensor or blind plugs are screwed into all four of the adapters connection holes.Test start the engine! Check for any oil leakage.",189,https://productimages.biltema.com/v1/image/imagebyfilename/32-2005_xl_1.jpg,Electronic Parts
"Tachometer, analogue, free-standing","Tachometer with shift light. Adjustable RPM setting at which the red warning lamp illuminates and indicates when to gear up. Supplied with a yellow cover to place over the warning lamp when it is dark outside. Seven selectable background colours: green, yellow, white, purple, turquoise, dark blue and red. Memory function for latest selected background colour. For 1-10 cylinder engines. For free-standing mounting.",389,https://productimages.biltema.com/v1/image/imagebyfilename/32-259_xl_1.jpg,Electronic Parts
"Boost gauge, analogue","Round analogue boost gauge with silvery frame, black digits and red display. A button on the front of the gauge allows the colour of the backlit display to be changed: green, yellow, white, purple, turquoise, dark blue, and red. Memory function for latest selected background colour. For recessed installation or for mounting to dashboards.  Supplied with T-pipe, PVC hose, fittings, and installation instructions.",145,https://productimages.biltema.com/v1/image/imagebyfilename/32-250_xl_1.jpg,Electronic Parts
"Oil pressure gauge, analogue, colour","Round analogue oil pressure gauge with silvery frame, black digits and red display. A button on the front of the gauge allows the colour of the backlit display to be changed: green, yellow, white, purple, turquoise, dark blue, and red. Memory function for latest selected background colour. For recessed installation or for mounting to dashboards.  Supplied with sensor, fittings, and installation instructions.",189,https://productimages.biltema.com/v1/image/imagebyfilename/32-254_xl_1.jpg,Electronic Parts
"Single relay, closed-circuit, 30 A","Relay compatible with most cars. Use to connect headlamps, horn, fan motor, pump motor or other devices requiring power. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.The difference between the relays is the internal connection to the pins. On this relay, the rear transverse pin is marked 86. Check the pins on the existing relay.",42.90,https://productimages.biltema.com/v1/Image/product/xlarge/2000049767/4,Electronic Parts
"Single relay with fuse, closed-circuit, 30 A","Relay compatible with most cars. Use to connect headlamps, horn, fan motor, pump motor or other devices requiring power. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.Connection:Pin 30is connected to the plus supply from the battery to the consumer.Pin 87is output and connected to consumers.Pin 85is control +Pin 86is control -",42.90,https://productimages.biltema.com/v1/image/imagebyfilename/42-305_xl_1.jpg,Electronic Parts
Indicator relay 12 V,"To signal a fault warning, the light flashes faster than normal. DIN standard. Suitable for e.g.: Alfa-Romeo, Audi, BMW, Ford, Opel, Saab, Volvo and VW.",49.90,https://productimages.biltema.com/v1/Image/product/xlarge/2000017800/4,Electronic Parts
"Single relay, alternating, 40 A","Relay compatible with most cars. Use to connect headlamps, horn, fan motor, pump motor or other devices requiring power. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.Connection:Pin 30: Connected to batteryPins 85 and 86: Connect one of them to ground and the other to control plus. The pins are polarity independent because they control the relay coil.Pin 87: Connected to power consumer.Pin 87a: Connected to power consumer.Pin 30 is connected to plus (provided that the relay should provide a plus voltage). It must be connected to the supply mains voltage as the pin is permanently connected to the relay contact. Should the relay give a minus voltage, pin 30 is connected to minus.",42.90,https://productimages.biltema.com/v1/Image/product/xlarge/2000049773/4,Electronic Parts
"Single relay, alternating, 20/30 A","Relay compatible with most cars. Use to connect headlamps, horn, fan motor, pump motor or other devices requiring power. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.",46.90,https://productimages.biltema.com/v1/Image/product/xlarge/2000049768/4,Electronic Parts
"Double relay, closed-circuit, 40 A","Relay compatible with most cars. Use to connect headlamps, horn, fan motor, pump motor or other devices requiring power. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.",74.90,https://productimages.biltema.com/v1/Image/product/xlarge/2000017796/4,Electronic Parts
"Single relay, alternating, 50/80 A","Relay compatible with most cars. Use to connect headlamps, horn, fan motor, pump motor or other devices requiring power. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.ConnectionPin 30= Battery voltage +12 V.Pin 87= Max 80 A consumer.Pin 87a= Max 50 A consumer.Pin 85= Minus (chassis).Pin 86= Breaking +12 V.When the relay is connected, it is +12 V out on pin 87a, when +12 V is connected on pin 86, the coil pulls and switches over to pin 87.",49.90,https://productimages.biltema.com/v1/image/imagebyfilename/42-306_xl_1.jpg,Electronic Parts
"Relay plinth, extendible",Plinth for powered or switching relays with up to five pin connectors. Several plinths can be interconnected. With eye bolt for easy attachment.,34.90,https://productimages.biltema.com/v1/image/imagebyfilename/42-314_xl_1.jpg,Electronic Parts
"Single relay with double outputs, closed-circuit, 30 A","Relay compatible with most cars. Use to connect headlamps, horn, fan motor, pump motor or other devices requiring power. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.",46.90,https://productimages.biltema.com/v1/Image/product/xlarge/2000049769/4,Electronic Parts
Relay socket,Relay socket for powered/switching relays with five-pin contacts.,22.90,https://productimages.biltema.com/v1/image/imagebyfilename/42-315_xl_1.jpg,Electronic Parts
"Double relay with fuse, closed-circuit, 30 A","Relay suitable for connecting headlamps and auxiliary lights. With holder for separate installation.NOTE: Not intended for LED auxiliary lights/pulsed signals, such as flashing with short/fast intervals that may cause the relay to short-circuit and overheat.ConnectionS = earth.B = Battery/main currentL1 = Light 1 (125 W total)L2 = Light 2 (125 W total)S1 = Control current 1S2 = Control current 2The S1 and S2 can be connected to either existing spot lamps or to the switch on the vehicle steering wheel. A fuse is not needed here because the control current only controls whether the relay should turn on the light.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/42-307_xl_1.jpg,Electronic Parts
Indicator Relay,"Indicator Relay for Volvo. Suitable for Volvo Amazon 121, 122, 123GT from chassis number 140000- and Duett 210 from chassis number 8275-, 142, 144, 145, 164 without warning indicator lights.",19.90,https://productimages.biltema.com/v1/image/imagebyfilename/43-134_xl_1.jpg,Electronic Parts
High volume horn,"For connecting in all types of vehicles with a 12 V system. Easy assembly. Horn made from strong, impact-resistant plastic. Complete with mounting instructions and mounting strap with screws for fitting. Not E-marked and not approved for road traffic use.",159,https://productimages.biltema.com/v1/image/imagebyfilename/43-194_xl_1.jpg,Electronic Parts
Signal horn,Car horn for passenger cars. E-approved.  Sold in pairs.,145,https://productimages.biltema.com/v1/image/imagebyfilename/43-197_xl_1.jpg,Electronic Parts
"Vehicle Horn 12 V, 335 Hz","Car horn in universal model for passenger cars, motorcycles, etc. With low tone frequency. Bracket, 22 mm long, with 8 mm mounting hole included. E-marked.",84.90,https://productimages.biltema.com/v1/image/imagebyfilename/43-198_xl_1.jpg,Electronic Parts
"Vehicle Horn 12 V, 400 Hz","Car horn in universal model for passenger cars, motorcycles, etc. With high tone frequency. Bracket, 22 mm long, with 8 mm mounting hole included. E-marked.",84.90,https://productimages.biltema.com/v1/image/imagebyfilename/43-199_xl_1.jpg,Electronic Parts
Fuse Holder,For ANL fuses. With transparent cover that snaps off easily to access the fuse and removable side panels for easy installation. An LED indicates whether the fuse is blown. Fuse not supplied.,109,https://productimages.biltema.com/v1/image/imagebyfilename/25-2319_xl_1.jpg,Electronic Parts
"Fuse holder, mini",Fuse holder for mini flat pin fuses. The holder is mounted on the wire and equipped with a protective cap. Max. 30 A. (Fuse not included),22.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-647_xl_1.jpg,Electronic Parts
"Fuse holder, midi","Fuse holder for flat pin fuses, standard. The holder is mounted on the wire and equipped with a protective cap. Max. 30 A. (Fuse not included)",22.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-648_xl_1.jpg,Electronic Parts
"Fuse AGU, 6-pack",2 x 80 A2 x 60 A2 x 40 A,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/84-564_xl_1.jpg,Electronic Parts
"ANL Fuse, 100 A",For fuse holder 25-2319. Gold-plated. Conforms to ISO 8846.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/25-2320_xl_1.jpg,Electronic Parts
"Fuse holder, flat pin fuse, 4-way",Fuse holder for Midi model flat pin fuses. The holder has flat-pin connectors and a transparent cover with screw fitting.,59.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-6002_xl_1.jpg,Electronic Parts
115 vehicle fuses,Compartmentalised plastic box containing:Glass fuses:10 x 3 A (6.3 x 32 mm)15 x 2 A (5 x 20 mm)10 x 5 A (5 x 20 mm)Vehicle fuses:5 x 5 A10 x 8 A10 x 16 A5 x 25 AFlat pin fuses:5 x 5 A5 x 7.5 A10 x 10 A10 x 15 A20 x 5 A10 x 25 A5 x 30 A,125,https://productimages.biltema.com/v1/image/imagebyfilename/35-462_xl_1.jpg,Electronic Parts
"Fuse holder, flat pin fuse, 4-way",Fuse holder for Midi model flat pin fuses. The holder has flat-pin connectors and a transparent cover with screw fitting.,42.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-6001_xl_1.jpg,Electronic Parts
"Fuse holder, flat pin fuse, 4-way",Fuse holder for Midi model flat pin fuses. The holder has flat-pin connectors and a transparent cover with screw fitting.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-6003_xl_1.jpg,Electronic Parts
Fuse holder,"Matte-chrome with nickel-plated sleeve lock. For AGU fuses, 10~80 A. Up to 21,6 mm² cable.",46.90,https://productimages.biltema.com/v1/image/imagebyfilename/84-563_xl_1.jpg,Electronic Parts
"ANL Fuse, 300 A",For fuse holder 25-2319. Gold-plated. Conforms to ISO 8846.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/25-2320_xl_1.jpg,Electronic Parts
"ANL Fuse, 200 A",For fuse holder 25-2319. Gold-plated. Conforms to ISO 8846.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/25-2320_xl_1.jpg,Electronic Parts
"ANL Fuse, 150 A",For fuse holder 25-2319. Gold-plated. Conforms to ISO 8846.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/25-2320_xl_1.jpg,Electronic Parts
Fuse holder,For ANL fuses. Up to 50 mm² cable.,105,https://productimages.biltema.com/v1/image/imagebyfilename/84-562_xl_1.jpg,Electronic Parts
"Fuse holder, flat pin fuse, Midi",Fuse holder for Midi/standard flat pin fuses. The holder has flat pin connections for cables.,24.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-642_xl_1.jpg,Electronic Parts
Battery terminal clamp,Battery cable lug for positive terminals. Nickel-plated brass.Max. cable thickness:1 x 35 mm²1 x 25 mm²2 x 8 mm²NOTE: For positive terminal only,74.90,https://productimages.biltema.com/v1/image/imagebyfilename/84-565_xl_1.jpg,Electronic Parts
"Porcelain fuses, kit of 10",Contains:1 x 5 A6 x 8 A2 x 16 A1 x 25 A,24.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-460_xl_1.jpg,Electronic Parts
Fuse Puller,Tools for removing glass and flat pin fuses.,24.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-1099_xl_1.jpg,Electronic Parts
"Line fuse holder, 5 x 20 mm",Line fuse holder with bayonet connector and connection cable. For glass fuses. (Fuse not included),14.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-658_xl_1.jpg,Electronic Parts
"5 glass fuses, 6.3 x 32 mm",Fast,9.90,/dist/img/bitmaps/no__src.png,Electronic Parts
"Porcelain fuses, 10-pack",Vehicle fuses with a diameter of 6 mm and a length of 25 mm.,24.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-1064_xl_1.jpg,Electronic Parts
Fuse holder for ceramic fuses,Holder for vehicle fuses/ceramic fuses. Fuse not included.,19.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-640_xl_1.jpg,Electronic Parts
"5 glass fuses, 5 x 20 mm",Fast,17.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-1088_xl_1.jpg,Electronic Parts
"Line fuse holder, 6,3 x 32 mm",Line fuse holder with bayonet connector and connection cable. For glass fuses. (Fuse not included),14.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-657_xl_1.jpg,Electronic Parts
Mini Fuse Puller,Puller for removing mini flat pin fuses.,14.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-665_xl_1.jpg,Electronic Parts
"Fuse holder, ceramic fuse, 6-way",Fuse holder for vehicle fuses. The fuse holder has screw-pin connectors and a transparent cover with screw fitting.,42.90,https://productimages.biltema.com/v1/image/imagebyfilename/35-6005_xl_1.jpg,Electronic Parts
"Glass fuses, 5 x 20 mm, 10 pcs",Fast,14.90,/dist/img/bitmaps/no__src.png,Electronic Parts
"Solar panel, 100 W","Polycrystalline solar cells in aluminium frame. A climate-smart alternative for boats, caravans, cottages and mobile homes. Perfect for charging batteries. Must always be used with a regulator. With 90 cm cable, 2,5 mm². NOTE! Must not be stepped on.",799,https://productimages.biltema.com/v1/image/imagebyfilename/25-5082_xl_1.jpg,Electronic Parts
"Portable solar panel, 100 W","Monocrystalline solar cell with built-in PWM regulator. Complete system for portable use. Perfect for camper van, caravan, boat or car where you have greater power needs. USB output for charging e.g. a mobile phone. Easy and quick to install and get started. Folds up and is carried like a bag. Five metre cable with battery clamps included.",1399,https://productimages.biltema.com/v1/image/imagebyfilename/25-5080_xl_1.jpg,Electronic Parts
"MPPT Controller, 20 A","A highly reliable solar panel controller with the latest technology. Up to 35% more efficient than a standard PWM controller. Large, clear LCD display and MPPT technology that maximises charging. Works on sealed, open, and lithium batteries. Temperature sensor for efficient charging included.",849,https://productimages.biltema.com/v1/image/imagebyfilename/25-5077_xl_1.jpg,Electronic Parts
"Solar Panel Controller PWM, 20 A","Controller with PWM technology that can handle higher current, 20 A. 3-stage controller that keeps your batteries charged. The USB port can be used to charge mobile phones, tablets and other devices. Fully programmable load port that can be activated after sunset, for example, for night lighting. Display for monitoring voltage, battery temperature and error codes.",299,https://productimages.biltema.com/v1/image/imagebyfilename/25-5076_xl_1.jpg,Electronic Parts
"Solar panel, 50 W","Polycrystalline solar cells in aluminium frame. A climate-smart alternative for boats, caravans, cottages and mobile homes. Perfect for charging batteries. Must always be used with a regulator. With 90 cm cable, 2,5 mm². NOTE! Must not be stepped on.",399,https://productimages.biltema.com/v1/image/imagebyfilename/25-5081_xl_1.jpg,Electronic Parts
Solar cell ventilator with battery,"Perfect for boats, caravans, horse transports, etc. With built-in rechargeable battery. Stainless steel cover with low profile. Fitted with a switch to toggle between intake suction and evacuation of air. Automatically starts in the last selected mode after a discharge.",499,/dist/img/bitmaps/no__src.png,Electronic Parts
"Portable solar panel, 30 W","Monocrystalline solar cell with built-in PWM regulator. Complete system with all necessary accessories for easy use. Works just as well for fixed installation as for portable use. With all the accessories you need to charge your battery. NOTE! Must be connected to a 12 V battery! Must not be stepped on.AccessoriesCable 1: Length: 2.4 m. For connection to solar panel, DC output. Waterproof.Cable 2: Length: 2.4 m. For connection to 12 V battery (with clamps).2 cigarette lighter contacts (male & female).",529,https://productimages.biltema.com/v1/image/imagebyfilename/25-5085_xl_1.jpg,Electronic Parts
"Solar Panel Controller, MPPT, 10 A","An MPPT regulator is up to 20 % more efficient than standard regulators. The regulator is equipped with temperature compensation, and short-circuit, overcharge, and overload protection.",499,https://productimages.biltema.com/v1/image/imagebyfilename/25-5099_xl_1.jpg,Electronic Parts
"Solar panel mount, z-shaped",Dimensions: 100 x 60 x 28 x 2 mm. Screw hole: Ø: 6.4 mm.,64.90,https://productimages.biltema.com/v1/image/imagebyfilename/25-5091_xl_1.jpg,Electronic Parts
MC4 connectors,"1 male, 1 female. 56 cm cable (splice on, or connect to regulator).",64.90,https://productimages.biltema.com/v1/image/imagebyfilename/25-5092_xl_1.jpg,Electronic Parts
"Solar Panel, bendable, 50 W","The climate-smart alternative for boats, caravans, cottages and mobile homes. Perfect for charging batteries. Must always be used with a regulator. With 90 cm cable. NOTE! Cannot be stepped on.",929,https://productimages.biltema.com/v1/image/imagebyfilename/25-5097_xl_1.jpg,Electronic Parts
"Solar panel mount, universal, 2-pack",Fits 25 mm tubes. Easy to angle towards the sun.,179,https://productimages.biltema.com/v1/image/imagebyfilename/25-5095_xl_1.jpg,Electronic Parts
Solar Panel,"Portable charger in protective case for charging 12/24 V batteries.* Switchable between 12 and 24 V. Ideal for use in cars, caravans, and boats.* The fold-out legs make it easy to angle the panel towards the sun.* Adapter cable with battery clamps, cigarette lighter socket and cigarette lighter plug included.* A charge regulator is recommended for long-term use31-635.* The panel is protected against splashing water but is not waterproof.* With LED to indicate charging level.* Output: 13 W.* Weight: 4.2 kg.Dimensions: 525 x 340 x 40 mm.",699,https://productimages.biltema.com/v1/image/imagebyfilename/31-632_xl_1.jpg,Electronic Parts
"Jump Starter, 12 V, 600 A","Jump starter with strong cables and battery terminal clamps. With cigarette lighter socket, battery indicator, and a built-in, maintenance-free AGM battery with overload protection. Power adapter for 230 V supplied. Designed for use in vehicles and boats. Can be used as a 12 V power source and for charging electronic equipment via a USB socket (5 V). Lowest operating temperature: -30 °C.",499,https://productimages.biltema.com/v1/image/imagebyfilename/37-9060_xl_1.jpg,Electronic Parts
"Jump starter 12 V with power bank, 1200 A",Compact and very powerful jump starter for 12 V electrical systems with built-in lithium battery. The booster functions as a starter battery when connected to a car battery via two jumper cables. The jump starter provides high current for a short period to start the engine. The booster is easy to carry and can be stored in the car. Can also be used as a powerful power pack to charge e.g. smartphones.LCD showing battery capacity and process status.15 V adapter with cigarette lighter socket for powering devices.Two USB A 3.0 ports with Quick Charge support.Built-in torch.Smart starter cables that detect when a secure power source is connected and protect against short-circuiting.Charges via the supplied USB C cable connected to a power adapter (not included).,799,https://productimages.biltema.com/v1/image/imagebyfilename/37-914_xl_1.jpg,Electronic Parts
"Jump starter 12 V with power bank, 800 A",Compact jump starter for 12 V electrical systems with built-in lithium battery. The booster functions as a starter battery when connected to a car battery via two jumper cables. The jump starter provides high current for a short period to start the engine. The booster is easy to carry and can be stored in the car. Can also be used as a powerful power pack to charge e.g. smartphones.Indicator lamps showing battery capacity and process status.Two USB A 3.0 ports with Quick Charge support.Built-in torch.Smart starter cables that detect when a secure power source is connected and protect against short-circuiting.Charges via the supplied USB C cable connected to a power adapter (not included).,549,https://productimages.biltema.com/v1/image/imagebyfilename/37-912_xl_1.jpg,Electronic Parts
"Jump starter 12 V with cordless power bank, 800 A","Compact jump starter for 12 V electrical systems with built-in lithium battery. The booster functions as a starter battery when connected to a car battery via two jumper cables. The jump starter provides high current for a short period to start the engine. The booster is easy to carry and can be stored in the car. Can also be used as a powerful power pack with wireless charging for e.g. smartphones and has USB A ports for charging USB devices.LCD showing battery capacity and process status.Wireless charging with Qi technology, 10 W.Two USB A 3.0 ports with Quick Charge support.Built-in torch.Smart starter cables that detect when a secure power source is connected and protect against short-circuiting.Charges via the supplied USB C cable connected to a power adapter (not included).",649,https://productimages.biltema.com/v1/image/imagebyfilename/37-913_xl_1.jpg,Electronic Parts
"Jump-start, 12 V, 450 A","Jump-start using technology that absorbs energy from a discharged battery to charge the jump-starter's condenser and then start the vehicle's engine. The jump-starter is consequently maintenance-free and can be kept uncharged in the car for years, and still provide start assistance in emergency situations as long as the car battery is not fully depleted. The jump-starter can also be charged via a 12 V socket or USB if you need to start a vehicle with a depleted or damaged battery.",1249,https://productimages.biltema.com/v1/image/imagebyfilename/37-756_xl_1.jpg,Electronic Parts
"Jumper cables, 35 mm²",Jumper cables made of CCA wire (copper alloy aluminium cable).. With soft insulation and a fully-insulated handle. Easy to handle even in severe cold. Supplied in convenient packaging.,219,https://productimages.biltema.com/v1/image/imagebyfilename/24-578_xl_1.jpg,Electronic Parts
"Jumper cables, 25 mm²",Jumper cables made of CCA wire (copper alloy aluminium cable).With soft insulation and a fully-insulated handle. Easy to handle even in severe cold. Supplied in convenient packaging.,105,https://productimages.biltema.com/v1/image/imagebyfilename/24-577_xl_1.jpg,Electronic Parts
"Jumper cables, 16 mm²",Jumper cables made of CCA wire (copper alloy aluminium cable). With soft insulation and a fully-insulated handle. Easy to handle even in severe cold. Supplied in convenient packaging.,84.90,https://productimages.biltema.com/v1/image/imagebyfilename/24-576_xl_1.jpg,Electronic Parts
"Jumper cables, 10 mm²",Jumper cables made of CCA wire (copper alloy aluminium cable). With soft insulation and a fully-insulated handle. Easy to handle even in severe cold. Supplied in convenient packaging.,64.90,https://productimages.biltema.com/v1/image/imagebyfilename/24-575_xl_1.jpg,Electronic Parts
Jump leads with electronic guard,Starting cables made of CCA wire. The black negative cable is equipped with a device which reduces the risk of damage to the car's electronics and electrical system. With soft insulation and a fully-insulated handle. Easy to handle even in severe cold. Supplied in convenient packaging.,219,https://productimages.biltema.com/v1/image/imagebyfilename/24-579_xl_1.jpg,Electronic Parts
"LED Work Light, GEN II, 12 W",Second-generation work lights with reflector-controlled lighting (diodes directed against the reflector) that make it easier to control the light beam for more directional lighting. The energy consumption is lower compared to most LED lamps where the LEDs are directed towards the front. Compact aluminium lamp housing with polycarbonate lens. OSRAM LED cells with white light. CE and E-certified.,149,https://productimages.biltema.com/v1/image/imagebyfilename/38-787_xl_1.jpg,Car Lightining
"Work light, 24 W","A small, multifunctional work light offering maximum performance. The compact design allows it to be mounted in smaller spaces around the vehicle, which makes it easy to conceal. The reflectors produce balanced light distribution, which makes the light useful in various applications, e.g. on a quad bike, truck stairs or as a reverse light. Automatic temperature control prevents the light from overheating and extends its service life. Each component in the light is carefully selected to withstand the Nordic climate. The lens is made of polycarbonate and the aluminium housing is resistant to salt and other stresses. The work light comes with an integrated male Deutsch connector (DT connector) and a loose connection cable with a female DT connector for easy installation. Approved in accordance with ECE R10 and E-marked.",189,https://productimages.biltema.com/v1/image/imagebyfilename/38-714_xl_1.jpg,Car Lightining
"LED Work Light, GEN II, 24 W",Second-generation work lights with reflector-controlled lighting (diodes directed against the reflector) that make it easier to control the light beam for more directional lighting. The energy consumption is lower compared to most LED lamps where the LEDs are directed towards the front. Compact aluminium lamp housing with polycarbonate lens. OSRAM LED cells with white light. CE and E-certified.,179,https://productimages.biltema.com/v1/image/imagebyfilename/38-788_xl_1.jpg,Car Lightining
"LED Work Light, 30 W","A sleek, multifunctional work light with maximum performance that creates a neat overall impression. The compact design allows it to be mounted in smaller spaces around the vehicle, which makes it easy to conceal. The lamp glass has no edges (no-edge lens), which prevents dirt, ice, and snow from accumulating on the glass. The reflectors produce balanced light distribution, which makes the light useful in various applications, e.g. on a quad bike, truck stairs or as a reversing light. Automatic temperature control prevents the light from overheating and extends its service life. Each component in the light is carefully selected to withstand the Nordic climate. The lens is made of polycarbonate and the aluminium housing is resistant to salt and other stresses. The work light comes with a male Deutsch connector (DT connector) mounted on the light and a loose connection cable with a female DT connector for easy installation. Bracket and mounting screw included. The work light is approved in accordance with ECE R10 EMC and CE-marked.",219,https://productimages.biltema.com/v1/image/imagebyfilename/38-712_xl_1.jpg,Car Lightining
