Make,Model,Price,ModelYear,FuelType,Reg,Kilometers,GearType,HorsePower
Mercedes,B180,34400,2007,Diesel,2007,240000,M,109
Mercedes,C220 d,324990,2019,Diesel,2018,103000,A,194
Mercedes,C200 d,189800,2017,Diesel,2016,191000,A,136
Mercedes,CLA200,379900,2020,Benzin,2019,42000,A,163
Mercedes,Viano,299000,2007,Diesel,2006,271000,A,204
Mercedes,E220 d,499900,2019,Diesel,2018,87000,A,194
Mercedes,E350,219800,2013,Diesel,2013,318000,A,252
Mercedes,V250 d,490000,2017,Diesel,2016,394000,A,190
Mercedes,C220 d,369900,2018,Diesel,2018,137000,A,194
Mercedes,B200 d,250000,2017,Diesel,2017,62000,A,136
Mercedes,CLS350,364400,2014,Diesel,2014,156000,A,265
Mercedes,C63,472000,2008,Benzin,2008,140000,A,457
Mercedes,GLA45,499800,2018,Benzin,2018,103000,A,381
Mercedes,ML350,274900,2012,Diesel,2012,283000,A,258
Mercedes,E200,599900,2018,Benzin,2018,94000,A,184
Mercedes,Viano,330000,2012,Diesel,2012,339000,A,224
Mercedes,E350 d,689900,2017,Diesel,2017,66500,A,258
Mercedes,A200,159800,2013,Benzin,2013,117000,A,156
Mercedes,E63,189900,2011,Benzin,2011,169800,A,525
Mercedes,C220 d,619900,2022,Diesel,2022,22000,A,200
Mercedes,Vito 116,220000,2013,Diesel,2013,507000,A,163
Mercedes,C250 d,249400,2016,Diesel,2015,165000,A,204
Mercedes,C43,640000,2017,Benzin,2017,83000,A,367
Mercedes,SLK250,379900,2012,Benzin,2012,118000,A,204
Mercedes,190 E,49900,1990,Benzin,1990,183000,A,109
Mercedes,GLC43,790000,2017,Benzin,2017,39000,A,367
Mercedes,C200 d,199800,2016,Diesel,2016,190000,A,136
Mercedes,V220 d,540000,2016,Diesel,2016,78000,M,163
Mercedes,SL320,230000,1995,Benzin,1995,164000,A,224
Mercedes,GLE450,1220000,2019,Benzin,2019,63000,A,367
Mercedes,C220 d,374900,2019,Diesel,2019,76000,A,194
Mercedes,C220 d,369900,2019,Diesel,2018,79000,A,194
Mercedes,V250 d,540000,2016,Diesel,2015,338000,A,190
Mercedes,C220 d,369800,2017,Diesel,2017,93000,A,170
Mercedes,C300,549800,2017,Benzin,2017,107000,A,245
Mercedes,B200 d,379800,2020,Diesel,2019,57000,A,150
Mercedes,E250,449900,2018,Benzin,2018,59000,A,211
Mercedes,CLA200,209900,2015,Benzin,2015,125000,M,156
Mercedes,E220 d,449900,2018,Diesel,2018,133000,M,194
Mercedes,C220 d,229900,2016,Diesel,2015,170000,A,170
Mercedes,C200,339000,2019,Benzin,2019,102000,A,184
Mercedes,450 SL,199900,1973,Benzin,1973,33500,A,245
Mercedes,SLK350,299900,2005,Benzin,2005,64000,A,272
Mercedes,230 CE,169989,1988,Benzin,1988,112000,M,132
Mercedes,A180,85000,2013,Diesel,2013,280000,M,109
Mercedes,B200,119400,2013,Diesel,2012,170000,M,136
Mercedes,Vito 116,200000,2011,Diesel,2011,491000,M,163
Mercedes,E280,25000,2005,Diesel,2005,470000,A,190
Mercedes,E220 d,399900,2019,Diesel,2019,126000,A,194
Mercedes,C220 d,289900,2017,Diesel,2017,139000,A,170
Mercedes,600,575000,1966,Benzin,1966,151795,A,250
Mercedes,A220 d,189400,2016,Diesel,2016,169000,A,177
Mercedes,300,149900,1992,Diesel,1992,248000,A,113
Mercedes,Vito 116,360000,2018,Diesel,2018,399000,M,163
Mercedes,A180,169000,2015,Diesel,2015,126000,M,109
Mercedes,350 SL,199900,1972,Benzin,1972,203000,A,200
Mercedes,E220 d,419900,2017,Diesel,2018,80000,A,194
Mercedes,A180 d,199900,2016,Diesel,2016,45000,M,109
Mercedes,GLA200,299900,2017,Benzin,2017,71000,A,156
Mercedes,B200 d,249800,2018,Diesel,2018,27000,M,136
Mercedes,CLA200,259900,2017,Benzin,2017,46000,M,156
Mercedes,C180,199900,2012,Benzin,2011,54000,A,156
Mercedes,E200,299900,2014,Benzin,2013,75000,A,184
Mercedes,500 E,399900,1991,Benzin,1991,319000,M,326
Mercedes,E220 d,425800,2017,Diesel,2017,127000,A,194
Mercedes,B200,80000,2011,Diesel,2011,190000,M,140
Mercedes,CL500,149900,1999,Benzin,1999,264000,A,306
Mercedes,CLK320,249900,2004,Benzin,2004,200000,A,218
Mercedes,450 SLC,119900,1973,Benzin,1973,218000,A,221
Mercedes,C220,163000,2013,Diesel,2012,190000,M,170
Mercedes,C200,159995,2012,Diesel,2011,284000,A,136
Mercedes,E200,149900,2010,Diesel,2010,397000,A,136
Mercedes,E320,144900,1995,Benzin,1995,299000,M,220
Mercedes,500 E,349900,1991,Benzin,1991,309000,M,326
Mercedes,190 E,219900,1987,Benzin,1987,226000,M,280
Ford,Mustang Mach-E,399800,2023,El,2024,18,A,269
Ford,Fiesta,129900,2019,Benzin,2019,92000,M,125
Ford,Fiesta,84900,2014,Benzin,2014,81000,M,100
Ford,Fiesta,97000,2018,Diesel,2018,47000,M,85
Ford,Mustang Mach-E,279500,2021,El,2021,47035,A,269
Ford,Mondeo,149900,2015,Benzin,2015,144500,A,160
Ford,Mondeo,179900,2017,Benzin,2017,93000,A,160
Ford,Fiesta,154900,2020,Benzin,2020,59000,M,125
Ford,Fiesta,109980,2018,Benzin,2018,115000,M,100
Ford,Focus,169900,2018,Benzin,2018,110000,M,125
Ford,Fiesta,109900,2015,Benzin,2016,98000,A,100
Ford,Focus,69800,2011,Benzin,2011,187000,M,150
Ford,Fiesta,125000,2016,Benzin,2016,41000,M,125
Ford,Explorer,339900,2024,El,2024,0,A,286
Ford,C-MAX,120000,2016,Diesel,2016,101000,M,120
Ford,Mondeo,219900,2015,Diesel,2015,87000,A,180
Ford,Mustang Mach-E,374900,2023,El,2023,9700,A,294
Ford,Fiesta,100900,2017,Benzin,2017,103000,M,100
Ford,Galaxy,199500,2016,Diesel,2016,196000,A,180
Ford,C-MAX,79000,2015,Benzin,2015,172590,M,125
Ford,Focus,214900,2020,Benzin,2020,19000,M,125
Ford,Grand C-MAX,89900,2016,Diesel,2016,220000,M,120
Ford,Kuga,189900,2018,Diesel,2018,92000,M,150
Ford,Mondeo,250000,2019,Diesel,2019,140000,A,190
Ford,C-MAX,44900,2008,Diesel,2008,230000,M,90
Ford,Fiesta,114999,2019,Diesel,2019,35000,M,85
Ford,Focus,369900,2023,Benzin,2023,18000,A,155
Ford,Mondeo,159900,2017,Benzin,2017,135000,A,160
Ford,Mondeo,159900,2015,Diesel,2014,151700,A,180
Ford,Fiesta,189900,2022,Benzin,2022,9000,M,125
Ford,C-MAX,114800,2016,Benzin,2016,115000,M,125
Ford,F-150,699900,2018,Benzin,2016,144000,A,375
Ford,Mondeo,29900,2007,Benzin,2007,261000,M,145
Ford,S-MAX,249900,2019,Diesel,2019,97000,A,190
Ford,C-MAX,59900,2011,Benzin,2011,141000,M,105
Ford,Focus,239800,2020,Benzin,2020,64000,A,182
Ford,S-MAX,149700,2016,Diesel,2015,200000,A,150
Ford,C-MAX,84900,2014,Benzin,2014,140400,M,100
Ford,Fiesta,189900,2023,Benzin,2022,10000,M,100
Ford,Fiesta,129900,2019,Benzin,2019,79000,M,125
Ford,Focus,109500,2018,Benzin,2018,157000,M,125
Ford,B-MAX,124700,2017,Benzin,2017,65000,M,100
Ford,C-MAX,189980,2019,Diesel,2019,67000,A,120
Ford,Focus,137500,2016,Benzin,2016,85000,A,125
Ford,C-MAX,139900,2018,Benzin,2018,135000,M,125
Ford,Puma,268000,2022,Benzin,2022,19473,M,125
Ford,Fiesta,124500,2018,Benzin,2018,124000,M,140
Ford,Puma,258000,2022,Benzin,2022,11000,M,125
Ford,Focus,328800,2023,Benzin,2023,13500,A,125
Ford,Fiesta,64800,2014,Diesel,2014,125000,M,95
Ford,S-MAX,319800,2020,Diesel,2020,45500,A,150
Ford,Focus,169900,2019,Benzin,2019,59000,M,125
Ford,Mustang Mach-E,364700,2023,El,2023,12000,A,294
Ford,Mustang Mach-E,499000,2022,El,-,(ny bil),A,351
Ford,Fiesta,89899,2016,Benzin,2016,88500,M,125
Ford,Fiesta,189900,2021,Benzin,2021,9000,M,125
Ford,S-MAX,319900,2020,Diesel,2020,76000,A,190
Ford,Fiesta,104900,2016,Benzin,2016,130000,M,140
Ford,Mondeo,22900,2002,Benzin,2002,159000,M,145
Ford,Fiesta,89900,2017,Benzin,2016,144000,M,140
Ford,Mustang Mach-E,339000,2021,El,2021,34000,A,351
Ford,C-MAX,49900,2008,Benzin,2008,151000,M,100
Ford,Fiesta,56999,2014,Benzin,2014,174000,M,100
Ford,Fiesta,134900,2020,Diesel,2020,114000,M,85
Ford,Focus,249900,2019,Benzin,2019,34000,A,182
Ford,Mondeo,174800,2018,Benzin,2017,77000,M,160
Ford,Fiesta,185000,2021,Benzin,2021,62000,M,125
Ford,Focus,219999,2021,Diesel,2021,100000,A,120
Ford,Focus,124800,2017,Benzin,2017,1000,M,125
Ford,S-MAX,289800,2018,Diesel,2018,74000,A,180
Ford,Kuga,139900,2016,Benzin,2016,153000,M,150
Ford,Focus,84800,2011,Benzin,2011,156000,M,182
Ford,Focus,149900,2018,Diesel,2019,115000,A,120
Ford,EcoSport,149900,2018,Benzin,2018,28000,M,140
Ford,Puma,239000,2022,Benzin,2022,23097,M,125
Ford,Focus,10000,2009,Diesel,2009,246000,M,90
Ford,S-MAX,264900,2019,Diesel,2018,78000,A,150
Ford,Focus,324900,2022,Benzin,2023,200,A,125
Ford,Focus,279500,2022,Benzin,2022,29010,M,125
Ford,Fiesta,142900,2018,Benzin,2018,72000,M,140
Ford,Focus,78800,2014,Benzin,2014,165000,M,125
Ford,Puma,294800,2023,Benzin,2024,3000,A,125
Ford,Puma,294800,2023,Benzin,2024,3000,A,125
Ford,Puma,259800,2023,Benzin,2024,3000,M,125
Ford,Puma,259800,2023,Benzin,2024,3000,M,125
Ford,Puma,259800,2023,Benzin,2024,3000,M,125
Ford,Fiesta,99900,2018,Benzin,2018,161000,M,100
Ford,Fiesta,219800,2023,Benzin,2024,3000,M,125
Ford,Fiesta,189900,2022,Benzin,2022,10500,M,125
Ford,Fiesta,219800,2023,Benzin,2024,3000,M,125
Ford,Fiesta,219800,2023,Benzin,2024,3000,M,125
Ford,Mondeo,64900,2013,Diesel,2013,223000,M,115
Ford,Fiesta,109800,2019,Benzin,2019,81000,M,85
Ford,C-MAX,164800,2016,Benzin,2016,82000,A,182
Ford,C-MAX,99900,2017,Diesel,2017,172000,M,120
Ford,Kuga,124990,2015,Benzin,2015,161000,M,150
Ford,Puma,334900,2021,Benzin,2021,16000,M,200
Ford,Puma,239900,2020,Benzin,2020,17000,M,155
Ford,Focus,289900,2021,Diesel,2021,22000,A,120
Ford,Fiesta,74900,2013,Diesel,2013,107000,M,95
Ford,Fiesta,152900,2019,Benzin,2019,71000,M,140
Ford,Puma,238900,2022,Benzin,2023,9000,M,125
Ford,Ka,36900,2014,Benzin,2014,165000,M,69
Ford,Focus,140000,2016,Diesel,2015,157000,A,120
Ford,Fiesta,127900,2019,Benzin,2019,67000,M,100
Ford,C-MAX,169900,2018,Benzin,2018,72000,M,125
Ford,C-MAX,124900,2017,Benzin,2018,97000,M,100
Ford,S-MAX,239900,2018,Diesel,2018,114000,A,150
Ford,Grand C-MAX,59700,2012,Diesel,2012,289000,M,115
Ford,Fiesta,89900,2014,Benzin,2014,67000,M,100
Ford,Mustang Mach-E,429900,2022,El,2022,36500,A,487
Ford,Focus,309700,2023,Benzin,2023,6000,A,125
Ford,C-MAX,119900,2015,Benzin,2015,91000,A,150
Ford,Mustang Mach-E,429800,2021,El,2021,25000,A,351
Ford,Focus,165000,2018,Diesel,2018,112000,A,120
Ford,Fiesta,96900,2018,Benzin,2017,138000,M,100
Ford,Mondeo,59900,2014,Diesel,2013,315000,A,163
Ford,C-MAX,49900,2010,Benzin,2010,172000,M,100
Ford,Focus,124900,2014,Benzin,2014,45000,M,150
Ford,C-MAX,74900,2014,Benzin,2014,180000,M,125
Ford,Puma,245801,2022,Benzin,2023,6000,M,125
Ford,C-MAX,144900,2016,Benzin,2015,60000,M,100
Ford,C-MAX,53900,2010,Diesel,2010,150000,M,90
Ford,Focus,125000,2016,Benzin,2015,71000,M,125
Ford,Focus,97990,2015,Benzin,2015,126000,M,100
Ford,Fiesta,69900,2014,Benzin,2014,105000,M,125
Ford,Mustang Mach-E,551390,2022,El,2024,(ny bil) 10,A,487
Ford,Focus,134500,2017,Benzin,2018,49000,M,125
Ford,C-MAX,89800,2011,Diesel,2011,160000,A,140
Ford,Mondeo,149900,2016,Benzin,2016,133000,M,160
Ford,Fiesta,124900,2018,Benzin,2018,75000,M,100
Ford,Focus,259900,2022,Benzin,2022,12590,M,125
Ford,Focus,349100,2023,Benzin,-,(ny bil),A,125
Ford,Mondeo,179000,2019,Diesel,2019,131000,A,150
Ford,Focus,134800,2019,Benzin,2018,159000,M,125
Ford,Focus,135000,2018,Benzin,2018,92000,M,125
Ford,Puma,318294,2022,Benzin,2023,11010,M,125
Ford,Fiesta,29900,2009,Benzin,2009,205000,M,60
Ford,Fiesta,139900,2019,Benzin,2019,47000,M,100
Ford,Focus,344900,2023,Benzin,2024,2000,A,155
Ford,Fiesta,64900,2014,Benzin,2014,107000,M,100
Ford,Mondeo,199900,2018,Diesel,2018,120000,A,180
Ford,Mondeo,209900,2018,Benzin,2019,80156,A,165
Ford,Focus,79900,2013,Diesel,2013,165000,M,115
Ford,Fiesta,54900,2013,Benzin,2013,180000,M,100
Ford,Explorer,339900,2024,El,2024,0,A,286
Ford,Fiesta,79500,2014,Benzin,2014,102000,M,125
Ford,Focus,149900,2018,Diesel,2018,85000,A,120
Ford,Tourneo Connect,340000,2020,Diesel,2020,46000,A,120
Ford,Mustang Mach-E,354080,2022,El,2023,10000,A,294
Ford,Focus,164700,2019,Benzin,2019,60500,M,125
Ford,Mondeo,29500,2009,Diesel,2009,311000,M,115
Ford,Mustang Mach-E,387900,2023,El,2023,6500,A,269
Ford,C-MAX,149900,2018,Benzin,2018,86300,M,125
Ford,Focus,119999,2018,Benzin,2018,166000,M,125
Ford,Focus,214700,2020,Benzin,2019,60000,A,150
Ford,S-MAX,284999,2020,Diesel,2020,131000,A,190
Ford,C-MAX,109900,2017,Benzin,2017,167000,M,125
Ford,C-MAX,179900,2019,Diesel,2018,69000,A,120
Ford,Mustang Mach-E,334900,2021,El,2021,48000,A,294
Ford,Focus,149900,2017,Benzin,2018,81900,M,125
Ford,Fiesta,159900,2018,Benzin,2018,64900,M,140
Ford,S-MAX,139800,2011,Diesel,2011,155000,A,163
Ford,S-MAX,379900,2020,Diesel,2020,110000,A,240
Ford,S-MAX,89900,2013,Diesel,2013,279800,A,163
Ford,S-MAX,219900,2018,Diesel,2018,118000,A,150
Ford,Focus,139900,2017,Benzin,2018,66000,M,125
Ford,Fiesta,340000,2023,Benzin,2023,8000,M,200
Ford,Explorer,339900,2024,El,-,(ny bil),A,286
Ford,Explorer,359900,2024,El,-,(ny bil),A,340
Ford,Explorer,359900,2024,El,-,(ny bil),A,286
Ford,Explorer,379900,2024,El,-,(ny bil),A,340
Ford,Focus,74800,2014,Benzin,2014,175000,M,125
Ford,Fiesta,79900,2015,Benzin,2014,126000,M,125
Ford,Mondeo,119900,2018,Benzin,2018,182000,A,160
Ford,Fiesta,154850,2020,Benzin,2020,51000,M,125
Ford,Fiesta,68900,2014,Benzin,2014,103000,M,100
Ford,Kuga,169800,2018,Diesel,2018,127000,A,120
Ford,Mustang Mach-E,364900,2023,El,2023,19800,A,294
Ford,Mondeo,149800,2015,Benzin,2015,173000,A,160
Ford,Fiesta,79900,2014,Benzin,2014,78000,M,100
Ford,Ka,44900,2013,Benzin,2013,41000,M,69
Ford,S-MAX,349995,2020,Diesel,2020,88000,A,190
Ford,Focus,144900,2019,Benzin,2019,99000,M,100
Ford,Fiesta,119900,2018,Benzin,2018,89000,M,125
Ford,Fiesta,76900,2015,Benzin,2016,164000,M,125
Ford,Focus,104900,2017,Diesel,2017,170000,M,120
Ford,Focus,209900,2020,Benzin,2020,27000,M,125
Ford,Focus,224900,2020,Benzin,2020,52000,M,182
Ford,Mustang Mach-E,399900,2022,El,2022,9850,A,351
Ford,Fiesta,128900,2019,Benzin,2019,60741,M,100
Ford,S-MAX,199800,2016,Benzin,2016,139800,A,240
Ford,Fiesta,214900,2023,Benzin,2023,4000,M,125
Ford,S-MAX,249999,2019,Diesel,2019,178000,A,190
Ford,Explorer,379900,2024,El,-,(ny bil),A,340
Ford,Explorer,359900,2024,El,-,(ny bil),A,286
Ford,Fiesta,39800,2012,Diesel,2012,224000,M,70
Ford,Focus,159900,2017,Diesel,2017,141000,M,120
Ford,S-MAX,219900,2015,Benzin,2016,116000,M,160
Ford,Explorer,359900,2024,El,-,(ny bil),A,340
Ford,Focus,149900,2019,Benzin,2019,183000,A,150
Ford,Galaxy,309900,2019,Diesel,2019,159000,A,190
Ford,Mondeo,19900,2006,Benzin,2006,335000,M,145
Ford,Fiesta,139900,2019,Benzin,2019,95000,M,125
Ford,Fiesta,99999,2017,Benzin,2017,156000,M,100
Ford,Explorer,339900,2024,El,-,(ny bil),A,286
Ford,Mustang Mach-E,359900,2023,El,2023,5000,A,269
Ford,S-MAX,274900,2019,Diesel,2019,91000,A,150
Ford,S-MAX,149800,2016,Benzin,2016,220000,M,160
Ford,Fiesta,89900,2014,Benzin,2014,168000,A,100
Ford,Focus,158900,2018,Benzin,2018,74000,M,125
Ford,Kuga,278900,2019,Benzin,2018,84400,A,176
Ford,Mustang Mach-E,339700,2023,El,2022,17500,A,294
Ford,Focus,329900,2023,Benzin,-,(ny bil),A,125
Ford,Focus,263900,2021,Benzin,2021,17000,M,155
Ford,Fiesta,29900,2010,Benzin,2010,261000,M,60
Ford,Focus,129900,2015,Benzin,2015,66000,A,150
Ford,Kuga,169700,2018,Diesel,2018,171000,M,150
Ford,C-MAX,109990,2015,Benzin,2015,123000,M,150
Ford,Focus,299900,2022,Benzin,2022,2000,M,125
Ford,C-MAX,134900,2018,Benzin,2018,111600,M,125
Ford,Mondeo,189400,2017,Diesel,2017,96000,A,150
Ford,Mustang,309900,2016,Benzin,2015,116000,M,317
Ford,C-MAX,104800,2014,Benzin,2014,101000,M,125
Ford,Fiesta,29900,2010,Diesel,2010,332000,M,90
Ford,Mustang Mach-E,419900,2023,El,2023,22000,A,294
Ford,Ka,49900,2014,Benzin,2014,115000,M,69
Ford,Focus,79900,2017,Diesel,2017,248000,M,120
Ford,Focus,99900,2017,Benzin,2018,160000,M,125
Ford,S-MAX,299900,2020,Diesel,2020,150000,A,190
Ford,Focus,176900,2019,Benzin,2019,117000,A,150
Ford,Focus,299900,2022,Benzin,2022,4000,A,155
Ford,Focus,209900,2019,Benzin,2019,45000,M,125
Ford,S-MAX,372900,2020,Diesel,2020,53000,A,150
Ford,Fiesta,69800,2014,Benzin,2014,177000,M,100
Ford,Focus,149700,2018,Benzin,2018,141000,A,150
Ford,Fiesta,129900,2017,Benzin,2018,67000,M,125
Ford,S-MAX,44900,2006,Diesel,2006,265000,M,140
Ford,S-MAX,299900,2021,Diesel,2021,48000,A,150
Ford,Grand C-MAX,99999,2016,Diesel,2016,206000,M,150
Ford,Fiesta,149900,2018,Benzin,2019,70000,M,140
Ford,Fiesta,90000,2016,Benzin,2016,69000,M,65
Ford,Focus,149500,2018,Diesel,2018,126000,M,150
Ford,Focus,349800,2023,Benzin,2023,10000,A,125
Ford,Fiesta,109900,2016,Benzin,2016,96000,A,100
Ford,Focus,348104,2023,Benzin,-,(ny bil),A,125
Ford,Focus,159800,2019,Diesel,2018,95000,M,120
Ford,Focus,179900,2019,Benzin,2020,43300,M,125
Ford,Focus,369900,2024,Diesel,2024,12,A,115
Ford,Kuga,139900,2012,Diesel,2013,197000,A,163
Ford,Mondeo,146900,2016,Benzin,2016,137000,A,160
Ford,Escort,375000,1970,Benzin,1970,0,M,150
Ford,Mondeo,37900,2009,Diesel,2009,215000,A,140
Ford,Puma,229900,2020,Benzin,2020,64000,A,125
Ford,Focus,179900,2021,Benzin,2021,56043,M,100
Ford,Puma,284900,2022,Benzin,2023,9000,A,125
Ford,Mondeo,39900,2005,Benzin,2005,179000,M,145
Ford,Mustang Mach-E,399900,2023,El,2024,5000,A,269
Ford,C-MAX,124900,2018,Diesel,2018,180000,A,120
Ford,Focus,199900,2020,Diesel,2020,41800,M,120
Ford,Fiesta,129900,2020,Diesel,2020,76000,M,85
Ford,Fiesta,59900,2014,Benzin,2014,164000,M,125
Ford,Focus,159900,2018,Benzin,2018,136000,M,150
Ford,Grand C-MAX,139995,2015,Benzin,2015,100000,M,125
Ford,Focus,64900,2014,Benzin,2014,191000,M,125
Ford,Fiesta,169800,2021,Benzin,2021,29000,M,125
Ford,S-MAX,39990,2007,Benzin,2007,311000,M,145
Ford,Fiesta,159900,2018,Benzin,2018,25000,M,140
Ford,Focus,189700,2019,Benzin,2019,98000,A,150
Ford,Fiesta,189995,2022,Benzin,2022,8000,M,125
Ford,S-MAX,194900,2016,Benzin,2016,104009,M,160
Ford,S-MAX,384900,2019,Diesel,2019,109000,A,240
Ford,Mustang Mach-E,379900,2021,El,2021,2700,A,351
Ford,Fiesta,99900,2017,Benzin,2017,149000,M,140
Ford,Fiesta,159900,2019,Benzin,2019,57000,M,140
Ford,Mustang Mach-E,364900,2022,El,2022,22000,A,351
Ford,Mustang Mach-E,399900,2023,El,2024,5000,A,269
Ford,Focus,169800,2019,Diesel,2019,112000,A,120
Ford,Mustang Mach-E,314900,2022,El,2022,11000,A,269
Ford,Focus,219900,2019,Benzin,2019,71000,A,125
Ford,S-MAX,169900,2017,Benzin,2017,142000,M,160
Ford,Mustang Mach-E,369800,2022,El,2022,6382,A,351
Ford,Focus,189900,2020,Diesel,2020,76000,A,120
Ford,Mondeo,154900,2016,Benzin,2016,149000,A,160
Ford,S-MAX,239900,2017,Benzin,2017,139000,A,240
Ford,Mustang Mach-E,319700,2023,El,2023,7000,A,269
Ford,Fiesta,129999,2018,Benzin,2017,95000,M,100
Ford,S-MAX,199800,2019,Diesel,2018,167500,A,190
Ford,Mustang Mach-E,319900,2022,El,2022,12000,A,269
Ford,Focus,209900,2019,Benzin,2019,74000,A,150
Ford,S-MAX,369995,2021,Diesel,2021,73000,A,190
Ford,Puma,219800,2021,Benzin,2021,92000,A,125
Ford,Fiesta,104900,2020,Diesel,2019,73000,M,85
Ford,Focus,379900,2020,Benzin,2020,26000,M,280
Ford,EcoSport,149900,2018,Benzin,2018,58000,M,125
Ford,Fiesta,86900,2015,Benzin,2015,97000,M,125
Ford,Fiesta,194000,2022,Benzin,2022,12500,M,125
Ford,Focus,194900,2019,Benzin,2019,94098,A,182
Ford,Mustang Mach-E,344900,2022,El,2021,5500,A,351
Ford,Focus,159500,2020,Diesel,2020,63000,M,120
Ford,C-MAX,99500,2013,Benzin,2014,111000,M,125
Ford,Focus,199900,2019,Benzin,2019,57000,A,150
Ford,Focus,179500,2020,Benzin,2020,97500,M,125
Ford,Mondeo,129800,2017,Diesel,2016,180000,M,120
Ford,Grand C-MAX,169900,2018,Diesel,2018,138000,A,120
Ford,Focus,129500,2017,Diesel,2016,92000,M,120
Ford,Fiesta,209900,2023,Benzin,2023,7350,M,125
Ford,Mondeo,47800,2010,Diesel,2010,270000,A,140
Ford,Galaxy,329800,2019,Diesel,2019,97000,A,150
Ford,Focus,204980,2019,Benzin,2019,51500,A,150
Ford,Puma,284000,2022,Benzin,2023,2000,M,125
Ford,Mustang Mach-E,419900,2023,El,2023,10000,A,294
Ford,Mustang Mach-E,369000,2022,El,2022,6000,A,294
Ford,Focus,119800,2018,Benzin,2018,116000,M,125
Ford,Mondeo,44900,2010,Diesel,2010,276000,M,140
Ford,C-MAX,79900,2013,Benzin,2013,167000,M,100
Ford,Focus,194800,2019,Benzin,2019,67000,A,125
Ford,Focus,189900,2020,Diesel,2020,98000,A,120
Ford,Focus,179999,2019,Benzin,2019,101000,A,125
Ford,Puma,209500,2021,Benzin,2021,49800,A,125
Ford,Mustang Mach-E,409900,2022,El,2022,15000,A,351
Ford,Focus,199800,2019,Diesel,2019,110000,M,150
Ford,Focus,104900,2016,Benzin,2016,103000,M,125
Ford,Fiesta,99500,2018,Benzin,2018,149000,M,100
Ford,Fusion,14990,2009,Diesel,2009,143000,M,68
Ford,Mondeo,289900,2019,Diesel,2019,98000,A,190
Ford,Puma,199800,2021,Benzin,2021,42000,M,125
Ford,Kuga,119900,2014,Diesel,2014,243000,A,163
Ford,C-MAX,124900,2018,Benzin,2018,126000,M,125
Ford,Mondeo,199800,2017,Benzin,2017,75000,A,160
Ford,Mustang,599900,2016,Benzin,2016,57000,A,421
Ford,Fiesta,89900,2015,Benzin,2015,85000,M,140
Ford,Focus,140000,2015,Benzin,2016,107000,A,150
Ford,Mustang Mach-E,474900,2021,El,2022,53000,A,487
Ford,S-MAX,229900,2018,Benzin,2018,142000,M,160
Ford,Focus,199900,2021,Diesel,2021,78000,A,120
Ford,Mustang Mach-E,419900,2024,El,2024,25,A,294
Ford,C-MAX,149500,2016,Benzin,2016,72500,M,125
Ford,Fiesta,65000,2012,Benzin,2013,146000,M,96
Ford,Grand C-MAX,139900,2015,Diesel,2014,78000,A,163
Ford,Fiesta,64900,2015,Benzin,2015,106000,M,100
Ford,Fiesta,119900,2014,Benzin,2014,78000,A,100
Ford,Fiesta,194800,2023,Benzin,2023,28988,M,125
Ford,Mustang Mach-E,309900,2021,El,2021,34000,A,269
Ford,Mustang Mach-E,389900,2023,El,2023,9000,A,315
Ford,Mustang Mach-E,337900,2022,El,2022,18000,A,351
Ford,Fiesta,109900,2017,Benzin,2017,77000,A,100
Ford,Mustang Mach-E,349900,2022,El,2023,9000,A,269
Ford,Kuga,379800,2022,Diesel,2023,31000,A,120
Ford,Tourneo Custom 320S,699900,2023,Diesel,2024,80,A,170
Ford,Mustang,1036516,2024,Benzin,-,(ny bil),A,450
Ford,Ka,47900,2013,Benzin,2013,62000,M,69
Ford,Fiesta,99999,2019,Diesel,2019,56000,M,85
Ford,Mustang Mach-E,479900,2024,El,2024,5000,A,351
Ford,Ka,54500,2012,Benzin,2012,38000,M,69
Ford,Focus,299900,2023,Benzin,2023,12000,A,125
Ford,Fiesta,129999,2020,Diesel,2020,30000,M,85
Ford,Fiesta,134900,2014,Benzin,2015,160000,M,182
Ford,C-MAX,134500,2018,Benzin,2018,97000,M,125
Ford,Mustang,1150578,2024,Benzin,-,(ny bil),A,446
Ford,Focus,198900,2021,Benzin,2021,58000,M,125
Ford,Focus,184900,2019,Benzin,2019,95000,M,182
Ford,Focus,177900,2020,Benzin,2020,84000,A,125
Ford,Kuga,209900,2019,Benzin,2019,99900,M,150
Ford,S-MAX,169900,2016,Benzin,2016,222000,M,160
Ford,Fiesta,179900,2018,Benzin,2018,128000,M,200
Ford,Kuga,199900,2019,Diesel,2019,95000,M,150
Ford,Ka,54900,2015,Benzin,2015,41090,M,69
Ford,Fiesta,24990,2010,Diesel,2010,215000,M,70
Ford,Fiesta,89900,2017,Benzin,2016,167000,M,140
Ford,Ka,29990,2013,Benzin,2013,144000,M,69
Ford,Focus,144900,2020,Diesel,2020,166000,M,120
Ford,Mondeo,169700,2017,Diesel,2017,171000,A,180
Ford,Puma,154900,2021,Benzin,2021,71000,M,125
Ford,Mustang Mach-E,399900,2022,El,2022,6000,A,294
Ford,Transit 310 L3 Kombi,499900,2019,Diesel,2019,100000,A,130
Ford,Mustang Mach-E,324500,2023,El,2023,4380,A,269
Ford,Focus,169900,2020,Diesel,2020,115000,A,120
Ford,Focus,159800,2019,Benzin,2018,81000,M,125
Ford,Fiesta,149900,2020,Benzin,2020,47000,M,125
Ford,Fiesta,179800,2020,Benzin,2020,9500,A,125
